"","Wing_mm","Head_mm","SternL_mm","BodySize","GizzardEmptyFFDM","TotalFat","LDBM","Oxalat","OxalatIntens","Notes","BirdID","Phase","CollYear","CollMonth","CollDay","Sex","Age","WeightNE","DigestivTrLength..SI.LI.2xceca.","Gut...rectum..SI.","Caecum","ceca.weight","ceca.Gut.length","SI.weight","SeqRun"
"704",197,54.29,83.4,0.111280271,3.85,3.65082558,126.7001936,0,NA,"1","LM-15-067","early",2015,10,3,"M","A",513,174,88,37.5,7.31,21.55,17.1539961,5
"706",191,52.12,81.02,-1.708335307,3.74,4.1020286,113.6582292,0,NA,"1","LM-15-028","early",2015,10,3,"F","A",484,174.5,88,38,7.85,21.78,18.18181818,5
"707",201,54.01,85.59,0.829368447,3.73,3.28850336,120.8697496,1,2,"1","LM-15-021","early",2015,10,3,"M","A",528.54,183.5,94,39,7.38,21.25,17.78484126,5
"708",190,50.89,82.4,-1.951787182,3.65,3.61702891,110.1246364,0,NA,"1","LM-15-047","early",2015,10,4,"F","J",454.73,193.5,101,40,8.8,20.67,22.21098234,5
"709",190,52.32,83.81,-1.141640461,3.51,1.88052856,105.6637928,0,NA,"1","LM-15-060","early",2015,10,4,"M","J",466,183,88,42,9.01,22.95,18.88412017,5
"710",198,52.31,87.03,0.249383264,4.14,3.81616725,113.1570808,0,NA,"1","LM-15-026","early",2015,10,3,"M","J",510.88,201,104,43,8.42,21.39,20.35703101,5
"711",189,49.55,83.14,-2.368950957,3.76,4.33028021,113.723574,0,NA,"1","LM-15-138","early",2015,10,3,"F","J",453.87,190,92.5,42.5,9.36,22.37,20.3802851,5
"712",192,52.23,85.7,-0.597995599,3.97,4.84051744,117.6268368,0,NA,"1","LM-15-214","early",2015,10,3,"F","J",467,186.5,94,40.5,8.67,21.72,20.12847966,5
"713",188,52.1,86.25,-0.889429262,3.63,1.58690082,111.9104408,0,NA,"1","LM-15-212","early",2015,10,3,"F","A",445.86,172.5,90,35.5,7.96,20.58,20.18570852,5
"714",188,50.36,83.08,-2.179982959,4.14,6.54332402,113.5622032,0,NA,"1","LM-15-018","early",2015,10,2,"F","A",472.06,NA,NA,NA,NA,NA,NA,5
"715",191,51.48,84.68,-1.171656193,4.02,6.52757081,112.9012616,0,NA,"1","LM-15-032","early",2015,9,30,"F","J",479.88,196,103,41,8.54,20.92,21.46369926,5
"716",198,53.31,84.59,0.097939955,3.63,3.00493226,115.48343,0,NA,"1","LM-15-030","early",2015,9,30,"M","A",496.85,180,84,42,8.45,23.33,16.90651102,5
"717",191,50.1,83.41,-1.934468525,3.84,6.12669548,119.8019108,0,NA,"1","LM-15-025","early",2015,10,3,"F","A",468.28,171.5,90,35.5,7.58,20.7,19.21927052,5
"718",200,53.09,86.35,0.567554085,3.93,3.81687202,122.0811344,0,NA,"1","LM-15-033","early",2015,9,30,"M","A",517,186,94,40,7.74,21.51,18.18181818,5
"719",205,54.7,87.49,1.835785361,3.75,3.04988671,116.9474788,0,NA,"2","LM-15-024","early",2015,10,3,"M","A",515.9,NA,NA,NA,NA,NA,NA,5
"720",198,57.42,84.64,1.58760802,4.07,1.91542637,111.9864728,0,NA,"1","LM-15-034","early",2015,9,30,"M","J",496.32,194,98,42,8.46,21.65,19.7453256,5
"721",202,54.3,86.77,1.271005681,4.06,3.005725,118.3762724,0,NA,"1","LM-15-215","early",2015,10,3,"M","J",499.32,200.5,101.5,44,8.81,21.95,20.3276456,5
"722",202,53.85,87.85,1.335382965,4.4,8.04499548,127.201342,0,NA,"1","LM-15-123","early",2015,10,1,"M","J",525.92,196,95,45,8.56,22.96,18.06358382,5
"723",207,53.25,88.38,1.680398985,4.01,2.64672113,126.9461144,0,NA,"1","LM-15-125","early",2015,10,1,"M","A",540.07,170,85,37,6.85,21.76,15.73870054,5
"724",193,52.81,83.97,-0.661827287,3.8,4.69418791,112.2791248,1,1,"1","LM-15-133","early",2015,10,2,"F","A",484.39,174.5,92,35.5,7.33,20.34,18.99296022,5
"725",193,53.89,83.15,-0.444980041,3.38,2.91462699,113.8380164,0,NA,"1","LM-15-135","early",2015,10,2,"M","A",483.15,181,91,39.5,8.18,21.82,18.83473041,5
"726",203,53.9,89.02,1.688548488,3.95,4.11769384,121.3136768,0,NA,"1","LM-15-072","early",2015,9,30,"M","J",504.39,190,94,43,8.53,22.63,18.63637265,5
"727",204,54.64,90.7,2.396924302,3.78,1.63225164,127.5793328,0,NA,"1","LM-15-001","early",2015,9,30,"M","A",541,198,96,45,8.32,22.73,17.74491682,5
"729",190,50.57,79.49,-2.676795211,3.71,6.13745689,114.139778,0,NA,"1","LM-15-118","early",2015,10,2,"F","A",458,158.5,82,33,7.21,20.82,17.90393013,5
"730",198,54.28,84.77,0.484765184,3.85,2.92270178,122.1458876,0,NA,"1","LM-15-063","early",2015,10,2,"M","A",516.4,174,83,40,7.75,22.99,16.07281177,5
"733",202,55.36,87.38,1.780335737,4.29,2.93955613,132.1732324,0,NA,"1","LM-15-144","early",2015,9,30,"M","A",526,183,92,40,7.6,21.86,17.4904943,5
"734",183,50.31,79.33,-3.433739837,3.71,3.56091668,95.8714844,0,NA,"2","LM-15-098","early",2015,10,2,"F","J",411.56,176.5,89,38.5,9.35,21.81,21.62503645,5
"735",201,55.24,90.47,2.294732627,4.56,5.23941092,134.7718452,0,NA,"1","LM-15-099","early",2015,10,2,"M","J",555.31,204,109,41,7.38,20.1,19.62867587,5
"738",195,53.69,85.25,0.103084873,4.52,5.66330658,115.0173396,0,NA,"1","LM-15-110","early",2015,9,30,"M","A",488,178,92,37.5,7.68,21.07,18.85245902,5
"739",197,52.27,81.74,-0.963599303,3.28,4.48596161,113.5271452,0,NA,"2","LM-15-209","early",2015,10,4,"M","J",476.27,194,94.5,44.5,9.34,22.94,19.84168644,5
"740",193,52.23,83.39,-0.992118249,3.47,4.45018309,115.596492,0,NA,"1","LM-15-249","early",2015,10,4,"F","A",468.45,170,89,35,7.47,20.59,18.99882592,5
"741",200,54.04,87.2,1.087591201,4.02,4.72957006,130.1310172,0,NA,"1","LM-15-119","early",2015,10,2,"M","A",511.49,190.5,97,41,8.02,21.52,18.96420262,5
"742",202,52.9,87.14,0.844685229,4.33,3.87139877,123.3754916,0,NA,"1","LM-15-202","early",2015,10,3,"M","J",527.29,191.5,95,42.5,8.06,22.19,18.01665118,5
"743",186,50.6,83.86,-2.110098902,4.02,3.09444479,111.2946528,0,NA,"1","LM-15-210","early",2015,10,3,"F","A",459.88,178,89,39,8.48,21.91,19.35287466,5
"744",192,52.2,84.46,-0.868655685,3.68,3.68011479,118.6869464,0,NA,"1","LM-15-201","early",2015,10,3,"F","A",487.037,182.5,97,37.5,7.7,20.55,19.91635132,5
"745",188,50.3,82.61,-2.30007346,3.56,2.6566898,111.5241292,0,NA,"1","LM-15-248","early",2015,10,4,"F","J",414.45,177,85.5,40.5,9.77,22.88,20.62975027,5
"746",190,50.31,77.69,-3.147589859,3.45,3.1333063,103.4249516,0,NA,"1","LM-15-244","early",2015,10,4,"F","J",440.27,176.5,93,36.5,8.29,20.68,21.12340155,5
"747",186,50.19,82.17,-2.611826205,3.87,5.18796716,112.6561296,0,NA,"1","LM-15-120","early",2015,9,30,"F","J",469.19,185,98,38,8.1,20.54,20.88706068,5
"748",197,54.43,85.54,0.610139678,3.71,5.47851191,124.4308684,0,NA,"1","LM-15-205","early",2015,10,4,"M","A",487,180.5,92,38.5,7.91,21.33,18.89117043,5
"749",195,53.15,84.67,-0.212810081,4.17,2.79472411,108.6677252,0,NA,"1","LM-15-251","early",2015,10,4,"M","J",472.83,197,97,44.5,9.41,22.59,20.51477275,5
"751",208,55.64,90.6,3.095776267,3.52,2.20826137,128.8649748,0,NA,"1","LM-15-009","early",2015,10,1,"M","A",516.12,174.5,93,35.5,6.88,20.34,18.01906533,5
"752",202,54.18,88.32,1.552646513,3.91,3.29697452,126.9643336,0,NA,"1","LM-15-112","early",2015,10,1,"M","A",502.51,193.5,100.5,41,8.16,21.19,19.999602,5
"753",194,54.02,86.12,0.314198099,3.95,4.52933058,120.774118,0,NA,"2","LM-15-300","early",2015,10,4,"M","J",506.43,177.5,89,39,7.7,21.97,17.57399838,5
"754",189,53.2,84.48,-0.77449554,4.17,5.50802155,122.8155444,0,NA,"1","LM-15-219","early",2015,10,3,"F","J",489.89,189.5,90,44,8.98,23.22,18.37147115,5
"755",186,50.45,82.61,-2.426042679,3.67,4.15505784,100.2093676,0,NA,"1","LM-15-221","early",2015,10,4,"F","J",434.26,174,92,35.5,8.17,20.4,21.18546493,5
"756",191,52.45,83.97,-0.971345595,3.94,6.26354068,107.0149768,0,NA,"1","LM-15-222","early",2015,10,4,"F","J",467.8,191.5,95,43,9.19,22.45,20.30782386,5
"757",196,53.49,84.78,0.022585471,4.22,3.58014925,117.0413356,0,NA,"1","LM-15-255","early",2015,10,4,"M","J",508.26,193,98,42,8.26,21.76,19.28147011,5
"759",207,56.06,87.45,2.496821163,3.6,2.9022801,130.2084296,1,1,"1","LM-16-251","early",2016,10,2,"M","A",526.02,179.5,94,37.5,7.13,20.89,17.87004296,5
"760",205,52.96,88.1,1.337394929,3.62,7.15249869,132.4837092,1,1,"1","LM-16-216","early",2016,10,4,"M","A",530.08,192,95,43,8.11,22.4,17.92182312,5
"761",199,52.9,85.22,0.172385217,3.68,4.24677265,104.9652296,0,NA,"2","LM-16-339","early",2016,10,4,"M","J",456.88,175,88,38,8.32,21.71,19.26107512,5
"762",188,51.71,80.33,-2.270426978,3.36,4.06285869,100.4645952,0,NA,"1","LM-15-226","early",2015,10,4,"F","J",433.24,170.5,88,36,8.31,21.11,20.31206721,5
"763",190,52.97,84.41,-0.781965147,4.11,5.99271284,125.7557096,0,NA,"1","LM-15-240","early",2015,10,4,"F","A",515.05,174,84,40,7.77,22.99,16.3090962,5
"764",195,51.99,85.07,-0.546467483,3.8,4.63000089,121.6936396,0,NA,"1","LM-15-197","early",2015,10,3,"M","J",486.51,197.5,95,45.5,9.35,23.04,19.52683398,5
"765",186,51.85,82.68,-1.907512746,3.37,3.79763945,112.0609272,0,NA,"1","LM-15-073","early",2015,9,30,"F","J",465.61,187,95,41,8.81,21.93,20.40334185,5
"766",189,50.33,77.09,-3.356109179,3.7,4.10931065,97.3450372,0,NA,"1","LM-15-077","early",2015,10,2,"F","J",418.72,191.5,92,44.5,10.63,23.24,21.97172335,5
"767",201,53.5,87.33,1.01046594,4.23,3.64275079,121.2946688,0,NA,"1","LM-15-199","early",2015,10,3,"M","J",506.41,193,97,42.5,8.39,22.02,19.15444008,5
"768",189,53.25,82.2,-1.234313295,3.69,4.21796778,113.3390372,0,NA,"1","LM-15-252","early",2015,10,4,"F","J",480.88,197.5,101,42.5,8.84,21.52,21.00316087,5
"769",187,50.2,83.86,-2.164081848,3.91,3.84140479,109.5561712,0,NA,"1","LM-15-258","early",2015,10,4,"F","J",471.75,187,95,41,8.69,21.93,20.13778484,5
"770",202,54.47,89.14,1.828862504,3.83,3.69008346,121.1548696,0,NA,"1","LM-15-257","early",2015,10,4,"M","J",498,200.5,95,47,9.44,23.44,19.07630522,5
"771",186,52.18,78.67,-2.629109364,3.81,5.57040266,109.649042,0,NA,"1","LM-15-003","early",2015,9,30,"F","A",466.38,179,96,36,7.72,20.11,20.58407307,5
"772",198,55.09,86.88,1.218470698,4.13,3.00413952,126.5118884,0,NA,"2","LM-15-036","early",2015,9,30,"M","A",516.43,196.5,96,46,8.91,23.41,18.5891602,5
"773",190,52.48,84.11,-1.021186333,3.95,4.98662654,111.9377696,0,NA,"1","LM-15-155","early",2015,10,1,"F","J",450,182.5,96,38,8.44,20.82,21.33333333,5
"774",194,51.12,85.51,-0.857348276,3.44,1.41317596,113.337854,1,1,"1","LM-15-152","early",2015,10,1,"F","A",489.5,184,97,38.5,7.87,20.92,19.81613892,5
"775",198,52.63,87.15,0.38969936,4.33,3.18466209,110.453924,0,NA,"1","LM-15-174","early",2015,10,2,"M","J",465.33,183.5,91,40.5,8.7,22.07,19.55601401,5
"777",202,51.3,82.87,-0.626006146,2.95,1.67111315,109.6232908,0,NA,"1","LM-15-180","early",2015,10,2,"M","A",451.71,168.5,87,35.5,7.86,21.07,19.26014478,5
"778",189,50.31,81.73,-2.390916296,3.24,2.14526346,98.8771916,0,NA,"1","LM-15-178","early",2015,10,2,"F","J",425.22,177.5,89,39,9.17,21.97,20.93034194,5
"779",195,54.06,88.84,0.988593473,3.95,3.23080565,118.0899692,0,NA,"1","LM-15-006","early",2015,10,1,"M","J",490,186.5,96,40,8.16,21.45,19.59183673,5
"780",185,51.05,83.09,-2.199487537,4.07,5.9165753,109.6131952,0,NA,"1","LM-15-185","early",2015,10,3,"F","J",458.88,190,97,41,8.93,21.58,21.13842399,5
"781",199,53.67,90.28,1.509917378,4.23,3.44299565,128.1862084,0,NA,"1","LM-15-150","early",2015,10,1,"M","A",515.38,166,88,34,6.6,20.48,17.07477977,5
"782",198,52.33,84.92,-0.185605105,3.53,3.25969849,110.3232344,1,3,"1","LM-15-035","early",2015,9,30,"M","J",489.57,200,98,45,9.19,22.5,20.01756644,5
"783",191,52.44,84.67,-0.828247696,3.66,6.15629309,122.986222,0,NA,"1","LM-15-194","early",2015,10,3,"F","A",485.18,182.5,98,36.5,7.52,20,20.19868915,5
"784",208,54.99,90.68,2.878606514,3.74,4.8678248,131.9354352,0,NA,"1","LM-15-080","early",2015,9,30,"M","A",537.5,206.5,99,48,8.93,23.24,18.41860465,5
"785",189,50.48,81.79,-2.317159247,3.24,5.16184891,103.2538796,0,NA,"1","LM-16-262","early",2016,10,2,"F","J",426.09,186.5,90,43,10.09,23.06,21.12229811,5
"786",191,51.88,83.01,-1.377673016,3.58,3.65470131,115.9083492,1,2,"1","LM-16-278","early",2016,10,2,"F","J",480.45,187.5,90,43,8.95,22.93,18.73243834,5
"787",200,55.25,87.27,1.537740102,3.87,5.65342588,135.7737476,0,NA,"1","LM-16-235","early",2016,10,1,"M","A",526.64,174,85,39,7.41,22.41,16.14005772,5
"788",200,52,89.14,0.759954829,3.56,4.57824873,118.2804436,0,NA,"1","LM-16-270","early",2016,10,3,"M","J",519,190.5,93,43,8.29,22.57,17.91907514,5
"789",183,49.21,79.81,-3.729037868,2.95,2.16370329,102.5260156,0,NA,"1","LM-16-294","early",2016,10,4,"F","J",413.58,187.5,93,42,10.16,22.4,22.48658059,5
"790",190,51.53,82.16,-1.771747151,3.88,9.99889806,127.3411412,0,NA,"1","LM-16-264","early",2016,10,3,"F","A",509.14,188.5,88,44,8.64,23.34,17.28404761,5
"791",204,55.42,87.9,2.090858834,3.81,5.54578192,124.4985796,0,NA,"1","LM-16-260","early",2016,10,3,"M","A",528.94,192.5,95,43,8.13,22.34,17.9604492,5
"792",197,54.58,85.8,0.718612125,3.73,3.88193975,112.5802948,0,NA,"1","LM-16-257","early",2016,10,2,"M","J",497.3,196,98.5,43,8.65,21.94,19.80695757,5
"793",196,48.72,81.79,-2.320743693,3.28,6.06400597,113.8657396,1,3,"1","LM-16-248","early",2016,10,1,"F","A",477.99,176.5,86,40.5,8.47,22.95,17.9920082,5
"794",199,52.07,85.85,0.005695284,3.09,4.79684007,118.0604712,0,NA,"1","LM-16-286","early",2016,10,3,"M","A",499.23,NA,NA,35,7.01,NA,NA,5
"795",202,55.48,88.26,2.007942719,3.94,3.90077595,133.13633,0,NA,"1","LM-16-285","early",2016,10,3,"M","J",535.37,180,89,39.5,7.38,21.94,16.62401703,5
"796",207,54,87.56,1.778479175,4.06,2.88692326,122.9883912,0,NA,"1","LM-16-284","early",2016,10,3,"M","A",517,174.5,90,37,7.16,21.2,17.40812379,5
"797",201,52.5,89.59,1.12418719,3.98,3.81806113,124.9252736,1,1,"1","LM-16-250","early",2016,10,1,"M","A",513.73,185,92,40.5,7.88,21.89,17.90823974,5
"798",183,50.9,80.49,-2.978301013,3.25,3.44251131,93.820554,0,NA,"1","LM-16-234","early",2016,10,1,"F","J",412.25,172.5,85,38.5,9.34,22.32,20.6185567,5
"799",197,52.81,83.31,-0.440233017,3.43,5.70097898,117.402882,0,NA,"1","LM-16-218","early",2016,10,4,"M","J",487.02,186.5,89,43.5,8.93,23.32,18.27440352,5
"800",185,50.5,83.28,-2.357614903,3.6,7.37219117,114.1659236,0,NA,"1","LM-16-223","early",2016,10,1,"F","A",455.18,176.5,87,38.5,8.46,21.81,19.11331781,5
"801",194,52.19,89.39,0.340864875,4.01,7.50325183,116.9393552,0,NA,"2","LM-16-314","early",2016,10,4,"F","J",498.06,196,92,46.5,9.34,23.72,18.47167008,5
"802",194,53.37,85.12,-0.129304015,3.31,1.35944195,113.8380164,0,NA,"1","LM-16-311","early",2016,10,3,"M","J",489.58,190.5,93,43,8.78,22.57,18.99587401,5
"803",201,55.16,88.39,1.83004125,3.69,5.75638644,132.600518,0,NA,"1","LM-16-083","early",2016,10,1,"M","A",558.49,169,87,35,6.27,20.71,15.57771849,5
"804",191,52.02,83.99,-1.12191133,3.39,6.95543017,109.7351696,0,NA,"1","LM-16-092","early",2016,10,2,"F","J",448.11,183,94,39,8.7,21.31,20.97699226,5
"805",191,51.36,85.92,-0.954981132,3.44,4.43911328,117.608026,0,NA,"1","LM-16-109","early",2016,10,1,"F","A",468.37,168,85,36,7.69,21.43,18.14804535,5
"806",198,54.02,87.93,1.053422863,4.03,5.73446725,121.8443232,0,NA,"1","LM-16-374","early",2016,10,4,"M","J",511,204,100,46,9,22.55,19.56947162,5
"807",203,53.46,85.7,0.834429967,3.07,7.6930383,127.297368,0,NA,"1","LM-16-373","early",2016,10,3,"M","A",514.3,183,90,40.5,7.87,22.13,17.4995139,5
"808",195,51.46,89.76,0.245654662,3.81,5.82017709,122.7513828,0,NA,"1","LM-16-375","early",2016,10,4,"M","J",539.93,195.5,99,43,7.96,21.99,18.33571018,5
"809",194,51.26,80.89,-1.775161798,3.5,3.44299565,110.5487668,0,NA,"1","LM-16-366","early",2016,10,3,"F","A",468.45,175,87,38.5,8.22,22,18.57188601,5
"810",184,53.03,81.87,-1.832534058,3.66,4.64813232,118.5156772,0,NA,"1","LM-16-363","early",2016,10,3,"F","A",490.24,189,91,43,8.77,22.75,18.56233681,5
"811",183,50.09,83.98,-2.538431319,3.62,6.28515147,112.0042976,1,3,"1","LM-16-323","early",2016,10,3,"F","J",474.1,192,93,44,9.28,22.92,19.61611474,5
"812",189,52.75,82.76,-1.296905861,3.57,6.33208777,114.31085,0,NA,"1","LM-16-321","early",2016,10,3,"F","J",464.67,192.5,99,41,8.82,21.3,21.30544257,5
"813",209,55.07,91,3.064437091,3.91,3.94722791,122.3084416,1,3,"1","LM-16-317","early",2016,10,4,"M","J",540.19,204,100,46,8.52,22.55,18.51200504,5
"814",199,54.03,86.76,0.901805596,3.59,4.19361095,123.7079344,0,NA,"1","LM-16-326","early",2016,10,3,"M","J",515.39,183,89,41,7.96,22.4,17.2684763,5
"815",203,54.33,91.9,2.446858527,4.05,10.49813852,121.485932,0,NA,"1","LM-16-298","early",2016,10,4,"M","J",519.39,182.5,91,40,7.7,21.92,17.52055296,5
"816",199,54.61,87.75,1.318019028,3.76,5.41859699,124.6601476,1,1,"1","LM-16-258","early",2016,10,3,"M","J",531.27,190,88,45,8.47,23.68,16.56408229,5
"817",192,52.86,84.53,-0.616451881,3.66,5.54578192,112.8757076,0,NA,"1","LM-16-351","early",2016,10,4,"F","J",464.58,192,93,44,9.47,22.92,20.01808085,5
"818",205,54.21,89.56,2.093237968,3.75,3.86310355,128.22383,1,1,"1","LM-16-268","early",2016,10,3,"M","J",526,184,91,40.5,7.7,22.01,17.30038023,5
"819",204,52.7,88.24,1.183183141,3.92,9.84638762,130.2547664,0,NA,"1","LM-16-133","early",2016,9,30,"M","A",540.64,193,94,44,8.14,22.8,17.38680083,5
"820",200,53.68,89.1,1.356204441,4.31,6.52623431,121.0691364,0,NA,"1","LM-16-212","early",2016,10,4,"M","J",497.81,181.5,88,41,8.24,22.59,17.67742713,5
"821",190,52.22,82.98,-1.35157109,3.3,9.3845842,113.6699024,0,NA,"1","LM-16-215","early",2016,10,4,"F","J",468,197,94,46,9.83,23.35,20.08547009,5
"823",195,53.51,83.18,-0.395500851,3.58,2.2359651,105.8323012,1,2,"1","LM-16-066","early",2016,9,30,"M","J",516,189,92,43,8.33,22.75,17.82945736,5
"824",198,50.88,86.57,-0.361674805,3.13,3.85304691,111.07823,0,NA,"1","LM-16-327","early",2016,10,3,"F","J",452.81,186,88,44,9.72,23.66,19.43419977,5
"825",205,54.09,90.11,2.165311798,3.5,7.29645,133.5539144,1,1,"1","LM-16-324","early",2016,10,3,"M","A",545.47,174.5,83,39.5,7.24,22.64,15.21623554,5
"826",186,52.72,81.17,-1.910845767,3.85,3.20477537,104.5171612,0,NA,"1","LM-16-307","early",2016,10,4,"F","J",435.84,186.5,91,42,9.64,22.52,20.87922173,5
"827",196,52.94,85.56,-0.011897364,3.46,8.58562306,117.381902,1,1,"1","LM-16-330","early",2016,10,3,"M","A",481.12,178.5,84,42,8.73,23.53,17.45926172,5
"828",191,52.3,83.99,-1.021139282,3.12,4.34841164,113.6683248,0,NA,"1","LM-16-304","early",2016,10,4,"F","A",470.74,193.5,91,46,9.77,23.77,19.33126567,5
"829",185,51.28,81,-2.55470553,3.72,6.42111596,119.591048,1,1,"1","LM-16-347","early",2016,10,4,"F","A",449.14,178,90,38.5,8.57,21.63,20.03829541,5
"830",191,53.51,87.36,0.120580724,4.22,3.62250505,118.0141344,0,NA,"1","LM-16-306","early",2016,10,4,"M","J",475.8,208,99,49,10.3,23.56,20.80706179,5
"831",203,53.32,91.09,1.91361008,3.9,9.90320462,114.3031208,0,NA,"1","LM-16-301","early",2016,10,4,"M","J",491.47,181.5,91,40,8.14,22.04,18.51588093,5
"832",197,53.58,89.52,1.138301196,3.95,7.85780766,127.1858836,1,2,"1","LM-16-188","early",2016,10,3,"M","J",511,192,94,43.5,8.51,22.66,18.39530333,5
"833",188,52.41,85.04,-1.03143628,3.45,5.03475195,112.7406796,1,2,"1","LM-16-187","early",2016,10,2,"F","A",471.68,161,82,34,7.21,21.12,17.38466757,5
"834",204,53.56,84.51,0.711012375,3.91,7.60931031,133.6283688,0,NA,"1","LM-16-165","early",2016,10,1,"M","A",539.77,175,89,37,6.85,21.14,16.48850436,5
"835",197,54.02,87.46,0.864949249,4.62,7.78074492,132.031264,0,NA,"1","LM-16-185","early",2016,10,2,"M","J",527.32,192,90,45,8.53,23.44,17.06743533,5
"836",200,54.81,88.01,1.534463606,4.25,9.84099945,119.9363472,0,NA,"1","LM-16-184","early",2016,10,2,"M","J",514.57,191.5,96,41.5,8.06,21.67,18.65635385,5
"837",183,50.51,80.67,-3.08094002,3.41,5.957903,105.6441932,0,NA,"1","LM-16-046","early",2016,9,30,"F","A",439.98,182.5,92,39,8.86,21.37,20.91004137,5
"838",191,51.2,83.73,-1.471516893,3.66,2.8497352,105.9087276,0,NA,"1","LM-16-297","early",2016,10,4,"F","J",455.59,185,89,42.5,9.33,22.97,19.53510832,5
"839",195,52.06,86.66,-0.188062938,3.56,6.88776379,116.3152464,1,3,"1","LM-16-346","early",2016,10,4,"F","J",488,197,97,44,9.02,22.34,19.87704918,5
"840",189,51.3,85.03,-1.34304402,3.76,2.51194575,117.989172,1,1,"1","LM-16-322","early",2016,10,3,"F","J",384.67,183,92,39,10.14,21.31,23.91660384,5
"841",196,52.21,82.64,-0.886560135,3.89,4.07322373,108.9318652,0,NA,"1","LM-16-299","early",2016,10,4,"F","A",471.24,NA,NA,40,8.49,NA,NA,6
"842",201,54.22,87.5,1.305220456,3.73,4.25011955,126.8437396,0,NA,"1","LM-16-211","early",2016,10,3,"M","A",516.33,172.5,86,38,7.36,22.03,16.65601456,6
"843",205,52.64,87.33,1.060860282,3.29,2.5757364,122.1076744,0,NA,"1","LM-16-148","early",2016,10,2,"M","A",501.68,177.5,90,38,7.57,21.41,17.93972253,6
"844",200,53.35,85.68,0.520718239,3.86,4.42866027,124.3581888,1,3,"1","LM-16-140","early",2016,10,1,"M","A",504.03,176.5,88,38,7.54,21.53,17.45927822,6
"845",185,51.42,82.48,-2.194160344,3.73,4.20159777,108.1289552,0,NA,"1","LM-16-134","early",2016,9,30,"F","A",459.95,189,96.5,40,8.7,21.16,20.98054136,6
"846",186,50.58,79.46,-3.039391711,3.53,3.08716274,108.9900724,1,3,"1","LM-16-045","early",2016,9,30,"F","J",458.78,196.5,94,45.5,9.92,23.16,20.48912333,6
"847",203,53.09,82.47,0.024365488,3.45,5.552976,125.520476,0,NA,"1","LM-16-191","early",2016,9,30,"M","A",482.73,176,90,37.5,7.77,21.31,18.64396246,6
"848",188,51.44,77.43,-2.975344329,3.5,11.43986186,101.9793192,0,NA,"1","LM-16-078","early",2016,10,1,"F","J",437.78,184.11,87,43,9.82,23.36,19.87299557,6
"849",188,52.32,85.11,-1.049157605,3.67,5.40545736,108.7354364,0,NA,"1","LM-16-189","early",2016,10,3,"F","J",436,181,92,38.5,8.83,21.27,21.10091743,6
"850",192,53.05,82.89,-0.89176073,3.44,2.38966465,115.5006632,0,NA,"1","LM-16-296","early",2016,10,4,"F","A",488.51,187,93,41,8.39,21.93,19.03748132,6
"851",201,53.2,85.06,0.426778795,4.25,5.87113651,130.7539428,0,NA,"1","LM-16-031","early",2016,10,1,"M","A",526,183,91,40,7.6,21.86,17.30038023,6
"852",202,53.17,85.07,0.508054583,3.58,7.20724587,125.2450572,1,1,"1","LM-16-028","early",2016,10,2,"M","A",514.15,191.5,94,43,8.36,22.45,18.28260235,6
"853",187,50.01,83.17,-2.377064112,3.38,8.94286551,102.2987084,0,NA,"1","LM-16-014","early",2016,9,30,"F","A",426.57,173.5,88.5,37,8.67,21.33,20.74688797,6
"854",201,52.63,86.3,0.481498778,3.51,5.53541688,120.3868204,0,NA,"1","LM-16-023","early",2016,10,1,"M","A",502.14,188,95,40.5,8.07,21.54,18.91902657,6
"855",189,52.15,80.49,-1.988563058,3.56,4.32917907,104.9915724,0,NA,"1","LM-16-159","early",2016,10,4,"F","J",449.02,185,90,42,9.35,22.7,20.04365062,6
"856",204,54.6,90.34,2.307084174,4.51,10.45738313,135.565054,0,NA,"1","LM-16-161","early",2016,9,30,"M","A",530.95,180.5,87,41,7.72,22.71,16.3857237,6
"857",188,52.22,86.88,-0.71421403,4.23,6.27707668,112.2217064,0,NA,"1","LM-16-158","early",2016,10,4,"F","J",487.15,193.5,93,44,9.03,22.74,19.09062917,6
"858",194,51.33,80.3,-1.873613317,3.63,6.96007009,108.6687112,0,NA,"1","LM-16-157","early",2016,10,3,"F","A",462,179,88,39.5,8.55,22.07,19.04761905,6
"859",200,51.97,82.91,-0.556444595,3.3,6.31956494,117.1734056,1,1,"1","LM-16-010","early",2016,9,30,"M","A",471,163,77,37,7.86,22.7,16.34819533,6
"860",190,51.69,81.63,-1.825233634,3.63,5.35361723,106.3334496,1,3,"1","LM-16-041","early",2016,9,30,"F","J",456.79,183,89,41.5,9.09,22.68,19.48378905,6
"861",195,53.08,83.38,-0.508344525,3.53,8.51393356,124.20928,0,NA,"1","LM-16-013","early",2016,9,30,"F","J",515,208,101,47.5,9.22,22.84,19.61165049,6
"864",204,56.88,91.96,3.467155113,3.63,7.90326138,138.2895852,1,1,"1","LM-17-237","early",2017,10,3,"M","A",568.03,180,84.5,42,7.39,23.33,14.87597486,6
"865",192,52.69,84.61,-0.66086955,3.74,8.23936245,127.5223088,1,1,"1","LM-16-077","early",2016,10,1,"F","A",490.16,174.5,86,39,7.96,22.35,17.54529133,6
"866",199,52.95,87.45,0.657714639,4.42,6.55518657,128.221858,0,NA,"1","LM-16-047","early",2016,9,30,"M","A",535.76,181.5,93,39,7.28,21.49,17.35851874,6
